Ticker,YahooTicker,Nom,Zone,Sector,Industry,Country,Beta,MarketCapitalizationBN,SharesOutstandingMn,AnneeFiscale,DateRapport,NetIncomeBN,TotalRevenueBN,TotalEquityBN,TotalAssetsBN,TotalDebtBN,EPS,EOD_Close_Price,ROE_calcule,ROA_calcule,DebtToEquity_calcule,PER_calcule,Dividendes_Annuels,Annual_Volume_Traded_BN,%MargeNette,%Gearing,%PayOut,Croissance de l'EPS (en %)
CSCO,CSCO,CSCO,USA,Technology,Communication Equipment,United States,0.864,198.78202652428612,4075.059968,2023,2023-07-31,12.613,56.998,44.353,101.852,8.391,3.08,48.780147552490234,0.2843776069262507,0.1238365471468405,0.0422120658830029,15.83771024431501,1.5500000000000005,4.6433331,22.12884662619741,18.918675174170858,50.32467532467534,8.833922261484094
CSCO,CSCO,CSCO,USA,Technology,Communication Equipment,United States,0.864,188.8454578069199,4028.809984,2024,2024-07-31,10.32,53.803,45.457,124.413,30.973,2.55,46.873756408691406,0.2270277405020128,0.0829495309975645,0.1640124171356428,18.381865258310356,1.59,4.8265804,19.18108655651172,68.13692060628725,62.3529411764706,-17.207792207792217
CSX,CSX,CSX,USA,Industrials,Railroads,United States,1.299,78.8501061355,2217.979904,2021,2021-12-31,3.781,12.522,13.49,40.531,16.844,1.717075,35.5504150390625,0.2802816901408451,0.0932866201179344,0.2136205114429956,20.704054883486453,0.3726659999999999,2.8447416,30.194857051589203,124.86286137879912,21.703536537425556,
CSX,CSX,CSX,USA,Industrials,Railroads,United States,1.299,62.1476871274585,2102.409984,2022,2022-12-31,4.114,14.853,12.615,41.912,18.535,2.016457,29.560213088989254,0.326119698771304,0.0981580454285168,0.298241187350812,14.65948100504462,0.4,3.9889266,27.69810812630445,146.92826000792707,19.836773112444252,17.435580856980625
CSX,CSX,CSX,USA,Industrials,Railroads,United States,1.299,66.42505938384375,1976.130048,2023,2023-12-31,3.668,14.657,11.98,42.212,19.024,1.89693,33.61370849609375,0.3061769616026711,0.0868947218800341,0.2863979374119629,17.720057406490355,0.44,3.2488181,25.025585044688547,158.79799666110185,23.19537357730649,-5.927574949527803
CSX,CSX,CSX,USA,Industrials,Railroads,United States,1.299,61.248880699111815,1928.419968,2024,2024-12-31,3.47,14.54,12.502,42.764,18.989,1.826134,31.761173248291016,0.2775555911054231,0.0811430174913478,0.3100301553800536,17.392575379622205,0.48,2.9186093,23.865199449793675,151.88769796832506,26.285037133091,-3.732135608588616
CTAS,CTAS,CTAS,USA,Industrials,Specialty Business Services,United States,0.963,9.871480237579346,102.325,2022,2022-05-31,1.235757,7.854459,3.308196,8.147256,2.968442,2.98,96.47183227539062,0.3735440705447924,0.1516776936922075,0.3007089036859494,32.37309807899014,1.0499999999999998,0.47422,15.733190535465269,89.72993135835966,35.23489932885905,
CTAS,CTAS,CTAS,USA,Industrials,Specialty Business Services,United States,0.963,11.749494597183228,101.702,2023,2023-05-31,1.34801,8.815769,3.863986,8.546356,2.668393,3.3025,115.52864837646484,0.3488651356397254,0.1577292123099014,0.2271070451523684,34.982179674932574,1.25,0.3717788,15.290895212885003,69.05804006536256,37.850113550340645,10.82214765100671
CTAS,CTAS,CTAS,USA,Industrials,Specialty Business Services,United States,0.963,16.99217129512024,101.463,2024,2024-05-31,1.571592,9.596615,4.316372,9.168817,2.66808,3.85,167.4716033935547,0.3641002212042891,0.171406191224015,0.1570181911222971,43.49911776455966,1.455,0.3830445,16.376524430749804,61.813022603241784,37.79220779220779,16.57834973504919
CTRA,CTRA,CTRA,USA,Energy,Oil & Gas E&P,United States,0.309,12.62727380600586,813.577984,2021,2021-12-31,1.158,3.449,11.738,19.9,3.463,2.3,15.520668029785156,0.0986539444539103,0.0581909547738693,0.2742476367585303,6.748116534689199,1.12,2.1691774,33.57494926065526,29.502470608280802,48.695652173913054,
CTRA,CTRA,CTRA,USA,Energy,Oil & Gas E&P,United States,0.309,16.486274203799194,795.043008,2022,2022-12-31,4.065,9.051,12.659,20.154,2.599,5.09,20.736330032348633,0.3211154119598704,0.2016969336111938,0.1576462921744363,4.073935173349437,2.49,2.428371,44.91216440172357,20.530847618295283,48.91944990176818,121.304347826087
CTRA,CTRA,CTRA,USA,Energy,Oil & Gas E&P,United States,0.309,18.071157137817384,752.192,2023,2023-12-31,1.625,5.914,13.039,20.415,2.526,2.14,24.024660110473633,0.1246261216350947,0.079598334557923,0.1397807556392644,11.226476687137213,1.17,1.8100442,27.477172810280692,19.372651276938416,54.67289719626167,-57.95677799607073
CTRA,CTRA,CTRA,USA,Energy,Oil & Gas E&P,United States,0.309,18.61113096465991,754.313024,2024,2024-12-31,1.121,5.458,13.122,21.625,3.802,1.51,24.672954559326172,0.0854290504496265,0.0518381502890173,0.2042863492401132,16.339705006176274,0.84,1.5624454,20.538658849395382,28.974241731443378,55.62913907284768,-29.439252336448607
CTSH,CTSH,CTSH,USA,Technology,Information Technology Services,United States,0.967,44.18526201621875,531.339008,2021,2021-12-31,2.137,18.507,11.991,17.852,1.642,4.06,83.1583251953125,0.1782169960803936,0.1197064754649339,0.037161712414363,20.48234610721983,0.96,0.7807347,11.54698222294267,13.693603535985321,23.645320197044338,
CTSH,CTSH,CTSH,USA,Technology,Information Technology Services,United States,0.967,28.170670612008056,513.920992,2022,2022-12-31,2.29,19.428,12.309,17.852,1.534,4.42,54.81517791748047,0.186042732959623,0.1282769437598028,0.0544537977504204,12.401623963230875,1.08,0.8543173,11.787111385628988,12.462425867251605,24.434389140271495,8.866995073891637
CTSH,CTSH,CTSH,USA,Technology,Information Technology Services,United States,0.967,36.12901872980859,501.412992,2023,2023-12-31,2.126,19.353,13.227,18.483,1.315,4.21,72.05441284179688,0.1607318363952521,0.1150246172158199,0.0363973350572914,17.11506243273085,1.16,0.9389638,10.985376944143026,9.941785741286761,27.55344418052256,-4.751131221719451
CTSH,CTSH,CTSH,USA,Technology,Information Technology Services,United States,0.967,37.52211822973633,495.824,2024,2024-12-31,2.24,19.736,14.408,19.966,1.48,4.52,75.67628479003906,0.1554691837867851,0.112190724231193,0.0394434021805063,16.742540882752007,1.2,0.9324092,11.349817592217269,10.272071071626874,26.548672566371685,7.363420427553424
CTVA,CTVA,CTVA,USA,Basic Materials,Agricultural Inputs,United States,0.738,32.99274430859839,728.908992,2021,2021-12-31,1.759,15.655,25.384,42.344,1.117,2.39,45.263187408447266,0.0692956192877403,0.0415407141507651,0.0338559287324544,18.93857213742563,0.54,0.7714899,11.2360268284893,4.400409706901985,22.594142259414227,
CTVA,CTVA,CTVA,USA,Basic Materials,Agricultural Inputs,United States,0.738,40.71645999149365,714.492032,2022,2022-12-31,1.147,17.455,25.302,42.618,1.307,1.59,56.9865837097168,0.045332384791716,0.0269135107231686,0.0321000401378964,35.840618685356475,0.5800000000000001,0.909472,6.571183042108279,5.165599557347245,36.47798742138365,-33.47280334728033
CTVA,CTVA,CTVA,USA,Basic Materials,Agricultural Inputs,United States,0.738,33.48585509723047,704.729024,2023,2023-12-31,0.735,17.226,25.037,42.996,2.489,1.04,47.51593017578125,0.0293565523025921,0.0170946134524141,0.0743298922118867,45.688394399789665,0.62,0.9195988,4.266805990943922,9.941286895394816,59.61538461538461,-34.59119496855346
CTVA,CTVA,CTVA,USA,Basic Materials,Agricultural Inputs,United States,0.738,38.939517904699954,690.643008,2024,2024-12-31,0.907,16.908,23.789,40.825,2.703,1.31,56.38154220581055,0.0381268653579385,0.0222167789344764,0.069415343215478,43.039345195275224,0.66,0.8298439,5.364324580080435,11.362394383958971,50.38167938931297,25.96153846153846
CVS,CVS,CVS,USA,Healthcare,Healthcare Plans,United States,0.48,118.74804706119627,1320.060032,2021,2021-12-31,8.001,292.111,75.075,232.999,75.999,6.0,89.95655059814453,0.1065734265734265,0.0343392031725458,0.6400021042942647,14.992758433024088,2.0,1.5506959,2.7390272875721897,101.23076923076921,33.33333333333333,
CVS,CVS,CVS,USA,Healthcare,Healthcare Plans,United States,0.48,108.85833637991016,1313.970048,2022,2022-12-31,4.311,322.467,71.469,228.275,70.732,3.29,82.84689331054688,0.0603198589598287,0.0188851166356368,0.6497619048039541,25.181426538160142,2.2,1.4383831,1.336880983170371,98.96878366844368,66.86930091185411,-45.166666666666664
CVS,CVS,CVS,USA,Healthcare,Healthcare Plans,United States,0.48,95.77269363979102,1286.899968,2023,2023-12-31,8.344,357.776,76.461,249.728,79.385,6.49,74.4212417602539,0.1091275290671061,0.0334123526396719,0.8288897073165084,11.467063445339583,2.42,2.1596088,2.3321855015428645,103.82417180000263,37.28813559322033,97.26443768996961
CVS,CVS,CVS,USA,Healthcare,Healthcare Plans,United States,0.48,54.17338714145313,1258.409984,2024,2024-12-31,4.614,372.809,75.56,253.215,82.92,3.67,43.049076080322266,0.0610640550555849,0.0182216693323855,1.5306408621540697,11.72999348237664,2.66,2.9231838,1.2376310657736267,109.74060349391212,72.47956403269755,-43.451463790446844
CVX,CVX,CVX,USA,Energy,Oil & Gas Integrated,United States,0.673,193.34539400734863,1936.220032,2021,2021-12-31,15.625,155.606,139.067,239.535,31.369,8.15,99.85713958740234,0.1123559147748926,0.0652305508589558,0.1622433270833839,12.25240976532544,5.31,2.6358497,10.041386578923692,22.55675321967109,65.15337423312883,
CVX,CVX,CVX,USA,Energy,Oil & Gas Integrated,United States,0.673,296.5956881971328,1933.639936,2022,2022-12-31,35.465,235.717,159.282,257.709,23.339,18.36,153.38723754882812,0.2226554161801082,0.1376164588741565,0.0786896132639922,8.354424703095214,5.68,2.8811739,15.045584323574456,14.652628671161839,30.93681917211329,125.27607361963189
CVX,CVX,CVX,USA,Energy,Oil & Gas Integrated,United States,0.673,258.54112761474806,1887.750016,2023,2023-12-31,21.369,196.913,160.957,261.632,20.836,11.41,136.95729064941406,0.1327621662928608,0.0816757888943248,0.0805906595682823,12.003268242718148,6.04,2.1619405,10.852000629719722,12.945072286387047,52.93602103418055,-37.85403050108932
CVX,CVX,CVX,USA,Energy,Oil & Gas Integrated,United States,0.673,246.79737854753515,1782.919936,2024,2024-12-31,17.661,193.414,152.318,256.938,24.541,9.76,138.4231414794922,0.1159482136057458,0.0687364266865936,0.0994378471296169,14.182698922079116,6.52,1.9600759,9.13119008965225,16.111687390853348,66.80327868852459,-14.460999123575814
D,D,D,USA,Utilities,Utilities - Regulated Electric,United States,0.68,52.85424351270703,809.907968,2021,2021-12-31,3.399,11.419,27.308,99.59,40.581,4.059259,65.25956726074219,0.1244690200673795,0.034129932724169,0.7677907638625773,16.076719238841914,2.52,0.8732714,29.76617917505911,148.6048044529076,62.08029593578532,
D,D,D,USA,Utilities,Utilities - Regulated Electric,United States,0.68,45.16616345576221,833.275008,2022,2022-12-31,1.191,13.938,27.659,104.795,41.203,1.190419,54.20318984985352,0.0430601250949058,0.011365046042273,0.9122537060371774,45.53286687280153,2.672,0.9964384,8.544984933275938,148.9677862540222,224.45878299993532,-70.67398261603903
D,D,D,USA,Utilities,Utilities - Regulated Electric,United States,0.68,36.86694317170459,836.796992,2023,2023-12-31,2.031,14.393,27.567,109.08,44.243,2.379475,44.05721282958984,0.0736750462509522,0.0186193619361936,1.2000723736150856,18.51551826751273,2.672,1.2273154,14.111026193288403,160.49261798527226,112.29367822734008,99.88550249954007
D,D,D,USA,Utilities,Utilities - Regulated Electric,United States,0.68,43.18396465166309,840.009984,2024,2024-12-31,2.124,14.459,27.253,102.415,41.75,2.492958,51.40887069702149,0.0779363739771768,0.0207391495386418,0.966794048132682,20.621635301124805,2.672,1.1154342,14.689812573483643,153.19414376398927,107.18191000409956,4.7692453167190285
DAL,DAL,DAL,USA,Industrials,Airlines,United States,1.376,20.341236030865968,641.187968,2022,2022-12-31,1.318,50.582,6.582,72.288,30.61,2.07,31.724294662475582,0.2002430872075357,0.0182326250553342,1.5048249749205074,15.325746213756323,0.0,3.2205405,2.605670001186193,465.0562139167426,0.0,
DAL,DAL,DAL,USA,Industrials,Airlines,United States,1.376,25.44534455983838,643.462976,2023,2023-12-31,4.609,58.048,11.105,73.644,27.281,7.21,39.54438018798828,0.415038271049077,0.0625848677421107,1.072141111543796,5.484657446322924,0.2,2.512162,7.939980705622933,245.66411526339485,2.7739251040221915,248.30917874396138
DAL,DAL,DAL,USA,Industrials,Airlines,United States,1.376,38.57626744980078,645.281024,2024,2024-12-31,3.457,61.643,15.293,75.372,22.771,5.39,59.78211975097656,0.2260511345059831,0.0458658387730191,0.5902852065620878,11.091302365672831,0.5,2.2911899,5.608098243109517,148.89818871379063,9.27643784786642,-25.24271844660194
DD,DD,DD,USA,Basic Materials,Specialty Chemicals,United States,1.137,16.161640446609496,518.104,2021,2021-12-31,6.467,12.566,26.433,45.707,10.782,2.17,31.19381523132324,0.2446563008360761,0.1414881746778392,0.6671352475399194,14.375030060517624,0.502092,3.107300662,51.46426866146745,40.78992168879809,23.137880184331795,
DD,DD,DD,USA,Basic Materials,Specialty Chemicals,United States,1.137,13.471829145236327,496.788992,2022,2022-12-31,5.868,13.017,26.569,41.355,8.074,11.63,27.117809295654297,0.2208588957055214,0.1418933623503808,0.5993247029008667,2.331711891285838,0.5523,1.800454159,45.07951140815857,30.38879897625052,4.748925193465176,435.94470046082955
DD,DD,DD,USA,Basic Materials,Specialty Chemicals,United States,1.137,13.391746629360352,430.041984,2023,2023-12-31,0.423,12.068,24.279,38.552,7.8,0.94,31.14055633544922,0.0174224638576547,0.0109721934011205,0.5824482956464478,33.12825142069066,0.602512,1.790096138,3.5051375538614518,32.12652909922155,64.09702127659575,-91.91745485812554
DD,DD,DD,USA,Basic Materials,Specialty Chemicals,United States,1.137,13.052439749727538,417.955008,2024,2024-12-31,0.703,12.386,23.35,36.636,7.171,1.68,31.229293823242188,0.0301070663811563,0.0191887760672562,0.5493992033289937,18.588865370977494,0.635984,1.455773617,5.675762958178589,30.71092077087794,37.85619047619048,78.72340425531917
DE,DE,DE,USA,Industrials,Farm & Heavy Construction Machinery,United States,1.007,114.63564429626463,301.82,2022,2022-10-31,7.131,51.282,20.262,90.03,52.201,23.42,379.8146057128906,0.3519395913532721,0.0792069310229923,0.4553644751635154,16.21753226784332,4.51,0.4408158,13.905463905463908,257.6300463922614,19.25704526046114,
DE,DE,DE,USA,Industrials,Farm & Heavy Construction Machinery,United States,1.007,102.24178478212208,288.000992,2023,2023-10-31,10.166,60.248,21.785,104.087,63.692,34.8,355.0049743652344,0.4666513656185448,0.0976682967133263,0.6229546964162263,10.20129236681708,5.32,0.403754,16.873589164785553,292.3663070920358,15.287356321839082,48.590947907771124
DE,DE,DE,USA,Industrials,Farm & Heavy Construction Machinery,United States,1.007,109.55290924036619,274.512992,2024,2024-10-31,7.1,50.518,22.836,107.32,65.463,25.73,399.0809631347656,0.3109125941495884,0.0661572866194558,0.5975468881102,15.510336693927927,6.03,0.3582572,14.054396452749515,286.6657908565423,23.4356781966576,-26.063218390804586
DECK,DECK,DECK,USA,Consumer Cyclical,Footwear & Accessories,United States,1.186,1.2429751362312318,27.2413,2022,2022-03-31,0.451949,3.150339,1.538825,2.33225,0.22207,2.738333,45.62833404541016,0.2936974639741361,0.1937823989709508,0.1786600500097921,16.662814217777807,0.0,0.623775,14.346043394060132,14.431140643023085,0.0,
DECK,DECK,DECK,USA,Consumer Cyclical,Footwear & Accessories,United States,1.186,1.9749706329421997,26.3593,2023,2023-03-31,0.516822,3.627286,1.765733,2.556203,0.246488,3.25,74.92500305175781,0.2926954414965343,0.2021834729088417,0.1248059064214013,23.053847092848557,0.0,0.5868426,14.24817342773633,13.959528422473841,0.0,18.685346157680605
DECK,DECK,DECK,USA,Consumer Cyclical,Footwear & Accessories,United States,1.186,3.98070988611145,25.6682,2024,2024-03-31,0.759563,4.287763,2.107468,3.135579,0.266879,4.893333,155.0833282470703,0.3604149624098681,0.2422401094024421,0.0670430670999489,31.692780411034832,0.0,0.5488096,17.714668464651613,12.663490026894832,0.0,50.56409230769232
DELL,DELL,DELL,USA,Technology,Computer Hardware,United States,1.109,39.78230420891797,763.884992,2022,2022-01-31,5.563,101.197,-1.685,92.735,26.954,7.3,52.07891845703125,-3.3014836795252225,0.0599881382433816,0.6775374261493315,7.134098418771404,0.99,0.9604686,5.497198533553366,-1599.6439169139467,13.561643835616438,
DELL,DELL,DELL,USA,Technology,Computer Hardware,United States,1.109,27.54463704589844,716.128,2023,2023-01-31,2.442,102.301,-3.122,89.611,29.588,3.33,38.463287353515625,-0.7821909032671365,0.0272511187242637,1.0741836950218893,11.550536742797483,1.44,1.1189388,2.3870734401423253,-947.7258167841128,43.24324324324324,-54.38356164383562
DELL,DELL,DELL,USA,Technology,Computer Hardware,United States,1.109,57.424701296144534,713.193984,2024,2024-01-31,3.388,88.425,-2.227,82.126,25.994,4.71,80.51764678955078,-1.5213291423439603,0.0412536833645861,0.4526623458770211,17.095041781220974,1.705,2.487404,3.8314956177551593,-1167.2204759766503,36.1995753715499,41.44144144144144
DG,DG,DG,USA,Consumer Defensive,Discount Stores,United States,0.276,45.22027767703247,231.706,2022,2022-01-31,2.399232,34.220449,6.261986,26.327371,14.246336,10.24,195.1623077392578,0.3831423449365744,0.0911307095569853,0.3150430897781895,19.058819115161896,2.62,0.4891767,7.011106137152087,227.50507586570774,25.5859375,
DG,DG,DG,USA,Consumer Defensive,Discount Stores,United States,0.276,49.34235881284863,223.575008,2023,2023-01-31,2.415989,37.844863,5.541772,29.083367,17.661099,10.73,220.69711303710935,0.4359596533383185,0.0830711588517244,0.3579297671395696,20.568230478761357,1.77,0.7420308,6.383928513626805,318.6904657932517,16.495806150978567,4.78515625
DG,DG,DG,USA,Consumer Defensive,Discount Stores,United States,0.276,27.834732873806395,219.496992,2024,2024-01-31,1.661274,38.691609,6.749119,30.795591,18.090766,7.57,126.81145477294922,0.2461467933814769,0.0539451897513511,0.6499349601096456,16.751843431036885,2.36,0.8302697,4.293628626299826,268.04633315844626,31.17569352708058,-29.450139794967377
DGX,DGX,DGX,USA,Healthcare,Diagnostics & Research,United States,0.616,19.594315664291383,122.675,2021,2021-12-31,1.995,10.788,6.444,13.611,4.773,15.85,159.7254180908203,0.3095903165735568,0.1465726250826537,0.2435910537410755,10.077313444215791,2.4200000000000004,0.3089807,18.492769744160178,74.06890130353817,15.268138801261832,
DGX,DGX,DGX,USA,Healthcare,Diagnostics & Research,United States,0.616,16.700818841583253,113.887,2022,2022-12-31,0.946,9.883,5.893,12.837,4.714,8.1,146.64376831054688,0.1605294417105039,0.0736932305055698,0.282261609129167,18.10416892722801,2.6,0.2695689,9.571992310027321,79.99321228576278,32.098765432098766,-48.89589905362776
