Ticker,YahooTicker,Nom,Zone,Sector,Industry,Country,Beta,MarketCapitalizationBN,SharesOutstandingMn,AnneeFiscale,DateRapport,NetIncomeBN,TotalRevenueBN,TotalEquityBN,TotalAssetsBN,TotalDebtBN,EPS,EOD_Close_Price,ROE_calcule,ROA_calcule,DebtToEquity_calcule,PER_calcule,Dividendes_Annuels,Annual_Volume_Traded_BN,%MargeNette,%Gearing,%PayOut,Croissance de l'EPS (en %)
GD,GD,GD,USA,Industrials,Aerospace & Defense,United States,0.405,67.78100275595948,272.896992,2023,2023-12-31,3.315,42.272,21.299,54.81,11.083,12.14,248.3757781982422,0.1556411099112634,0.0604816639299397,0.163511891966301,20.459289802161628,5.220000000000001,0.291181,7.842070401211204,52.03530682191653,42.99835255354201,-1.380991064175463
GD,GD,GD,USA,Industrials,Aerospace & Defense,United States,0.405,70.9933720114707,274.968992,2024,2024-12-31,3.782,47.716,22.063,55.88,10.676,13.81,258.18682861328125,0.1714182114852921,0.067680744452398,0.1503802354714892,18.695642911895817,5.58,0.2925514,7.92606253667533,48.38870507183973,40.405503258508325,13.75617792421746
GDDY,GDDY,GDDY,USA,Technology,Software - Infrastructure,United States,0.947,11.624884108491944,156.543008,2022,2022-12-31,0.3522,4.0913,-0.3318,6.9735,3.9809,2.22,74.26000213623047,-1.061482820976492,0.0505054850505485,0.3424464246565662,33.450451412716426,0.0,0.3165175,8.608510742306846,-1199.7890295358652,0.0,
GDDY,GDDY,GDDY,USA,Technology,Software - Infrastructure,United States,0.947,14.536596,141.132,2023,2023-12-31,1.3748,4.2541,0.0622,7.5649,3.9357,9.39,103.0,22.10289389067524,0.1817340612565929,0.2707442650260074,10.969116080937166,0.0,0.3551417,32.317058837356896,6327.491961414791,0.0,322.97297297297297
GDDY,GDDY,GDDY,USA,Technology,Software - Infrastructure,United States,0.947,27.70897256345703,140.391008,2024,2024-12-31,0.9369,4.5732,0.6921,8.2354,3.8947,6.63,197.3699951171875,1.35370611183355,0.1137649658790101,0.1405573588512041,29.769230032758298,0.0,0.3620425,20.486748884807138,562.736598757405,0.0,-29.392971246006393
GE,GE,GE,USA,Industrials,Aerospace & Defense,United States,1.405,108.19425640047363,1088.390016,2023,2023-12-31,9.482,35.348,27.403,173.3,20.525,8.44,99.4076156616211,0.3460205087034266,0.0547143681477207,0.1897050793900566,11.778153514410082,0.255388,1.788443042,26.824714269548487,74.90055833302924,3.025924170616114,
GE,GE,GE,USA,Industrials,Aerospace & Defense,United States,1.405,179.69758619338478,1082.290048,2024,2024-12-31,6.556,38.702,19.342,123.14,19.273,6.04,166.0345916748047,0.3389515044979836,0.053240214390125,0.1072524145052177,27.489170807086868,1.12,1.531553842,16.939693039119426,99.64326336469858,18.543046357615893,-28.436018957345965
GEHC,GEHC,GEHC,USA,Healthcare,Health Information Services,United States,1.244,34.65278990198438,455.243008,2023,2023-12-31,1.568,19.552,7.133,32.454,9.863,3.05,76.11932373046875,0.2198233562315996,0.0483145374992296,0.2846235477113835,24.95715532146517,0.09,0.7412335,8.019639934533553,138.2728164867517,2.9508196721311477,
GEHC,GEHC,GEHC,USA,Healthcare,Health Information Services,United States,1.244,35.6526293674707,456.872992,2024,2024-12-31,1.993,19.672,8.446,33.089,9.376,4.37,78.03619384765625,0.2359696897939853,0.0602314968720722,0.2629820062739782,17.857252596717675,0.12,0.7684204,10.131150874339163,111.01112952877101,2.745995423340961,43.27868852459018
GEN,GEN,GEN,USA,Technology,Software - Infrastructure,United States,1.112,4.099342561388916,167.351008,2022,2022-03-31,0.836,2.796,-0.093,6.943,3.829,1.44,24.49547576904297,-8.989247311827956,0.1204090450813769,0.9340522151197532,17.010747061835396,0.5,1.407154,29.89985693848355,-4117.204301075269,34.72222222222222,
GEN,GEN,GEN,USA,Technology,Software - Infrastructure,United States,1.112,10.35308123261499,639.129024,2023,2023-03-31,1.334,3.317,2.2,15.947,9.819,2.2,16.198734283447266,0.6063636363636363,0.0836520975732112,0.9484133060858742,7.363061037930574,0.5,1.0017837,40.21706361169732,446.3181818181818,22.727272727272727,52.77777777777779
GEN,GEN,GEN,USA,Technology,Software - Infrastructure,United States,1.112,13.767227744513061,636.910016,2024,2024-03-31,0.607,3.8,2.14,15.793,8.655,0.97,21.61565589904785,0.2836448598130841,0.0384347495725954,0.6286668718362313,22.284181339224588,0.5,1.0189833,15.973684210526315,404.43925233644853,51.54639175257733,-55.90909090909091
GILD,GILD,GILD,USA,Healthcare,Drug Manufacturers - General,United States,0.331,78.38233917533204,1254.380032,2021,2021-12-31,6.225,27.305,21.069,67.952,26.695,4.96,62.486915588378906,0.2954577815748255,0.09160878267012,0.340574168631105,12.598168465398974,2.84,1.8072494,22.798022340230727,126.70273862072239,57.258064516129025,
GILD,GILD,GILD,USA,Healthcare,Drug Manufacturers - General,United States,0.331,96.3737587902832,1254.24,2022,2022-12-31,4.592,27.281,21.24,63.171,25.23,3.66,76.83837127685547,0.2161958568738229,0.0726915831631603,0.261793254893196,20.99409051280204,2.92,2.1494977,16.83222755764085,118.78531073446328,79.78142076502732,-26.209677419354836
GILD,GILD,GILD,USA,Healthcare,Drug Manufacturers - General,United States,0.331,96.93816570196877,1246.040064,2023,2023-12-31,5.665,27.116,22.833,62.125,24.987,4.54,77.79698944091797,0.2481058117636753,0.0911871227364185,0.2577622530719346,17.135900757911447,3.0,1.4600389,20.891724443133207,109.43371436079359,66.07929515418502,24.04371584699454
GIS,GIS,GIS,USA,Consumer Defensive,Packaged Foods,United States,-0.076,38.06250468886963,616.985984,2022,2022-05-31,2.7073,18.9928,10.5424,31.0901,11.9754,4.46,61.691036224365234,0.2568011079071179,0.0870791666800685,0.3146245917836797,13.832070902324045,2.1,0.9578431,14.2543490164694,113.59273030808923,47.08520179372198,
GIS,GIS,GIS,USA,Consumer Defensive,Packaged Foods,United States,-0.076,44.83500710107617,587.353984,2023,2023-05-31,2.5939,20.0942,10.4496,31.4517,12.0648,4.36,76.33387756347656,0.24822959730516,0.0824724895633622,0.2690932996352845,17.507770083366182,2.26,0.9598188,12.908700022892178,115.4570509875976,51.83486238532109,-2.2421524663677084
GIS,GIS,GIS,USA,Consumer Defensive,Packaged Foods,United States,-0.076,36.45341495102344,564.548992,2024,2024-05-31,2.4966,19.8572,9.3967,31.4699,13.3151,4.34,64.57086181640625,0.2656890184852128,0.0793329498981566,0.3652634470018611,14.87807875954061,2.38,0.9913959,12.572769574763814,141.69974565538965,54.83870967741935,-0.4587155963302836
GLW,GLW,GLW,USA,Technology,Electronic Components,United States,1.109,28.36244243408203,853.408,2021,2021-12-31,1.906,14.082,12.333,30.154,7.829,1.3,33.23432922363281,0.1545447174247952,0.0632088611792797,0.2760340551839146,25.5648686335637,0.96,1.1032462,13.53500923164323,63.48009405659612,73.84615384615384,
GLW,GLW,GLW,USA,Technology,Electronic Components,United States,1.109,25.326434268670287,845.811008,2022,2022-12-31,1.316,14.189,12.008,29.499,7.817,1.56,29.94337272644043,0.1095936042638241,0.0446116817519237,0.3086498445487808,19.194469696436173,1.08,1.2159262,9.27479033053774,65.09826782145237,69.23076923076923,19.999999999999996
GLW,GLW,GLW,USA,Technology,Electronic Components,United States,1.109,24.799575024552368,853.174976,2023,2023-12-31,0.581,12.588,11.551,28.5,8.484,0.69,29.06739616394043,0.0502986754393559,0.0203859649122807,0.3421026365008501,42.12666110716005,1.12,1.0581533,4.6155068319034,73.44818630421608,162.31884057971018,-55.769230769230774
GM,GM,GM,USA,Consumer Cyclical,Auto Manufacturers,United States,1.305,82.12897643559376,1451.859968,2021,2021-12-31,10.019,127.004,59.744,244.718,110.391,6.78,56.568111419677734,0.167698848419925,0.0409410014792536,1.3441175671605936,8.343379265439193,0.0,4.8158378,7.888727914081446,184.77336636314945,0.0,
GM,GM,GM,USA,Consumer Cyclical,Auto Manufacturers,United States,1.305,46.56749953293066,1420.700032,2022,2022-12-31,9.934,156.735,67.792,264.037,115.666,6.17,32.777854919433594,0.1465364644795846,0.0376235148861712,2.4838353177671832,5.312456226812576,0.18,4.1450016,6.338086579257982,170.61895208874202,2.9173419773095626,-8.997050147492624
GM,GM,GM,USA,Consumer Cyclical,Auto Manufacturers,United States,1.305,48.36119688162598,1369.479936,2023,2023-12-31,10.127,171.842,64.286,273.064,122.648,7.35,35.31354904174805,0.1575304109759512,0.0370865438139044,2.53608280829373,4.804564495475925,0.36,3.8873846,5.893204222483444,190.78492984475622,4.8979591836734695,19.124797406807126
GM,GM,GM,USA,Consumer Cyclical,Auto Manufacturers,United States,1.305,57.975326104736325,1099.6,2024,2024-12-31,6.008,187.442,63.072,279.761,130.693,6.45,52.72401428222656,0.0952562151192288,0.0214754737079149,2.2542865867437176,8.174265780190165,0.48,3.6499623,3.205258159857449,207.2123921867073,7.441860465116279,-12.244897959183664
GNRC,GNRC,GNRC,USA,Industrials,Specialty Industrial Machinery,United States,1.819,22.20263364715576,63.09,2021,2021-12-31,0.533392,3.737184,2.213774,4.87778,1.321737,8.51,351.9200134277344,0.2409423906866735,0.1093513852613279,0.0595306404188369,41.353703105491704,0.0,0.1989096,14.272564583386849,59.70514605375256,0.0,
GNRC,GNRC,GNRC,USA,Industrials,Specialty Industrial Machinery,United States,1.819,6.190553785995483,63.3564,2022,2022-12-31,0.350267,4.564737,2.257381,5.169462,1.599998,5.55,97.70999908447266,0.1551652113666235,0.0677569542052925,0.2584579757015566,17.605405240445524,0.0,0.3399223,7.673322690880109,70.8785092104523,0.0,-34.78260869565217
GNRC,GNRC,GNRC,USA,Industrials,Specialty Industrial Machinery,United States,1.819,7.824543060726929,61.4316,2023,2023-12-31,0.203089,4.022667,2.340252,5.093312,1.733566,3.31,127.37000274658205,0.0867808253128295,0.0398736617744995,0.2215549184847792,38.48036336754744,0.0,0.3253765,5.048615756660941,74.07603967435985,0.0,-40.36036036036036
GNRC,GNRC,GNRC,USA,Industrials,Specialty Industrial Machinery,United States,1.819,9.22505654657135,59.4973,2024,2024-12-31,0.325256,4.295834,2.494278,5.109331,1.475737,5.46,155.0500030517578,0.1304008614917824,0.0636592148756853,0.1599705099421296,28.3974364563659,0.0,0.23171,7.57142850491895,59.16489661537327,0.0,64.95468277945619
GOOGL,GOOGL,GOOGL,USA,Communication Services,Internet Content & Information,United States,1.07,95.36471036739063,663.334016,2021,2021-12-31,76.033,257.637,251.635,359.268,28.395,5.694,143.7657470703125,0.30215590041131,0.2116330984112139,0.2977516514296414,25.2486384036376,0.0,7.671376,29.511677282377917,11.284201323345322,0.0,
GOOGL,GOOGL,GOOGL,USA,Communication Services,Internet Content & Information,United States,1.07,1147.8729535678126,12977.399808,2022,2022-12-31,59.972,282.836,256.144,365.264,29.679,4.59,88.45169067382812,0.2341339246673746,0.1641880940908493,0.0258556488396663,19.27052084397127,0.0,8.7266501,21.203807153261963,11.586841776500718,0.0,-19.388830347734455
GOOGL,GOOGL,GOOGL,USA,Communication Services,Internet Content & Information,United States,1.07,1723.4433920404374,12567.600128,2023,2023-12-31,73.795,307.394,283.379,402.392,27.121,5.84,137.13385009765625,0.2604109690555757,0.1833908228791824,0.0157365191831979,23.48182364685895,0.0,8.1822281,24.006649446638516,9.570575095543422,0.0,27.233115468409586
GOOGL,GOOGL,GOOGL,USA,Communication Services,Internet Content & Information,United States,1.07,2316.100968755297,12282.999808,2024,2024-12-31,100.118,350.018,325.084,450.256,25.461,8.13,188.56150817871097,0.3079757847202569,0.2223579474787676,0.010993044061323,23.19329743895583,0.6000000000000001,6.9013367,28.603671811164,7.832129541903016,7.380073800738007,39.2123287671233
GPC,GPC,GPC,USA,Consumer Cyclical,Auto Parts,United States,0.745,17.8800806953125,142.422,2021,2021-12-31,0.89879,18.87051,3.490742,14.352102,3.198538,6.27,125.54296875,0.257478209503882,0.0626242762210023,0.1788883425363141,20.022802033492823,3.26,0.1755623,4.76293433510806,91.62917225048429,51.993620414673046,
GPC,GPC,GPC,USA,Consumer Cyclical,Auto Parts,United States,0.745,21.99583389013623,141.160992,2022,2022-12-31,1.182701,22.095973,3.790363,16.495379,4.164842,8.36,155.82090759277344,0.3120284257734681,0.0716989285302265,0.1893468563548151,18.638864544590124,3.58,0.2067952,5.352563564410582,109.87976613321733,42.822966507177036,33.33333333333333
GPC,GPC,GPC,USA,Consumer Cyclical,Auto Parts,United States,0.745,18.22182037246289,140.196992,2023,2023-12-31,1.316524,23.09061,4.401047,17.968454,4.886166,9.38,129.9729766845703,0.2991388185584021,0.073268629566016,0.2681491695189825,13.856394102832654,3.8,0.2524225,5.7015557406235695,111.02280889070259,40.511727078891255,12.200956937799056
GPC,GPC,GPC,USA,Consumer Cyclical,Auto Parts,United States,0.745,15.727873628570556,139.036,2024,2024-12-31,0.904076,23.486569,4.337407,19.282705,5.742736,6.49,113.1208724975586,0.208436976285601,0.0468853306628919,0.3651311128014152,17.43002657897667,4.0,0.2689907,3.84933193094317,132.40021054053724,61.63328197226502,-30.81023454157783
GPN,GPN,GPN,USA,Industrials,Specialty Business Services,United States,0.824,37.75470895803564,290.151008,2021,2021-12-31,0.96546,8.523762,25.628201,45.279713,12.08107,3.3,130.1208953857422,0.0376717819561349,0.0213221316133342,0.3199884288189881,39.43057435931582,0.89,0.533467,11.326688849360176,47.13975046473219,26.969696969696972,
GPN,GPN,GPN,USA,Industrials,Specialty Business Services,United States,0.824,32.430373005433594,260.388992,2023,2023-12-31,0.986233,9.654419,22.99921,50.570186,17.375822,3.78,124.54586791992188,0.0428811685270928,0.0195022616685649,0.5357885337023025,32.94864230685764,1.0,0.4908552,10.215353197328602,75.54964714005393,26.45502645502646,14.54545454545455
GPN,GPN,GPN,USA,Industrials,Specialty Business Services,United States,0.824,28.18249510405078,254.495008,2024,2024-12-31,1.570365,10.105894,22.280686,46.890255,16.815381,6.18,110.7388916015625,0.0704809986550683,0.0334902209424964,0.5966604779994465,17.91891449863471,1.0,0.5591781,15.53910025179366,75.47066100208943,16.181229773462785,63.49206349206349
GRMN,GRMN,GRMN,USA,Technology,Scientific & Technical Instruments,Switzerland,1.014,23.93428449862671,192.322,2021,2021-12-31,1.0822,4.982795,6.114159,7.854427,0.070044,5.63,124.4490203857422,0.1769989952829162,0.1377821704880572,0.0029265132201473,22.104621738142484,2.62,0.177389,21.718734164259214,1.1456031810752714,46.53641207815276,
GRMN,GRMN,GRMN,USA,Technology,Scientific & Technical Instruments,Switzerland,1.014,16.88097145275879,191.664,2022,2022-12-31,0.973585,4.860286,6.20434,7.73117,0.114541,5.06,88.07585906982422,0.156919994713378,0.1259298398560631,0.0067852137728294,17.406296258858543,2.86,0.2657462,20.031434364150584,1.846143183642418,56.52173913043479,-10.124333925399654
GRMN,GRMN,GRMN,USA,Technology,Scientific & Technical Instruments,Switzerland,1.014,23.421241036563476,191.331008,2023,2023-12-31,1.289636,5.228252,7.01206,8.603569,0.113035,6.74,122.4121551513672,0.1839168518238577,0.1498954677994678,0.004826174660153,18.162040823644983,2.92,0.2014148,24.666676357604796,1.6120084540063835,43.323442136498514,33.20158102766799
GRMN,GRMN,GRMN,USA,Technology,Scientific & Technical Instruments,Switzerland,1.014,38.975028643967285,192.024992,2024,2024-12-31,1.411436,6.296903,7.848398,9.630527,0.134886,7.35,202.9685211181641,0.1798374649195925,0.1465585424349051,0.0034608313243889,27.614764777981502,2.98,0.2149842,22.414764845512146,1.718643728312453,40.54421768707483,9.050445103857552
GS,GS,GS,USA,Financial Services,Capital Markets,United States,1.348,115.79909198703713,335.000992,2021,2021-12-31,21.635,59.339,109.926,1463.988,321.879,60.250001,345.66790771484375,0.1968142204755926,0.014778126596666,2.7796331946716135,5.7372265888401195,6.5,0.6881949,36.46000101113939,292.81425686370835,10.788381563678314,
GS,GS,GS,USA,Financial Services,Capital Markets,United States,1.348,108.73372928048437,338.635008,2022,2022-12-31,11.261,47.365,117.189,1441.799,324.199,30.42,321.09417724609375,0.0960926366809171,0.0078103813360946,2.9815863223426433,10.55536414352708,9.0,0.6593567,23.77493930117175,276.6462722610484,29.585798816568044,-49.51037428198548
GS,GS,GS,USA,Financial Services,Capital Markets,United States,1.348,121.16166483691406,326.112,2023,2023-12-31,8.516,46.254,116.905,1641.594,333.248,23.05,371.5339050292969,0.0728454728198109,0.005187640793034,2.750440912549017,16.118607593461903,10.5,0.5857348,18.411380637350284,285.0588084341987,45.5531453362256,-24.227481919789618
GS,GS,GS,USA,Financial Services,Capital Markets,United States,1.348,176.15613109171875,313.910016,2024,2024-12-31,14.276,53.512,121.996,1675.972,342.555,41.07,561.1676025390625,0.117020230171481,0.0085180420675285,1.9446101471293256,13.663686450914597,11.5,0.5500564,26.678128270294515,280.7919931801043,28.000973946919892,78.17787418655098
GWW,GWW,GWW,USA,Industrials,Industrial Distribution,United States,1.116,25.64481896484375,51.52,2021,2021-12-31,1.043,13.022,1.874,6.592,2.762,19.94,497.7643432617187,0.5565635005336179,0.1582220873786407,0.1077020665962353,24.963106482533536,6.390000000000001,0.066037,8.009522346797727,147.38527214514409,32.04613841524574,
GWW,GWW,GWW,USA,Industrials,Industrial Distribution,United States,1.116,27.336082986456297,50.5293,2022,2022-12-31,1.547,15.228,2.44,7.588,2.705,30.22,540.9946899414062,0.634016393442623,0.2038745387453874,0.098953460206431,17.901875908054475,6.779999999999999,0.0778882,10.158917783031258,110.86065573770492,22.43547319655857,51.5546639919759
GWW,GWW,GWW,USA,Industrials,Industrial Distribution,United States,1.116,39.69044062701416,49.6342,2023,2023-12-31,1.829,16.478,3.115,8.147,2.752,36.39,799.6591186523438,0.5871589085072231,0.2244998158831471,0.0693365948204397,21.97469410970991,7.300000000000001,0.0682758,11.099648015535864,88.34670947030496,20.060456169277273,20.41694242223693
GWW,GWW,GWW,USA,Industrials,Industrial Distribution,United States,1.116,50.87693010629883,48.7002,2024,2024-12-31,1.909,17.168,3.358,8.829,3.183,38.84,1044.696533203125,0.5684931506849316,0.2162192773813569,0.0625627370470202,26.89743906290229,8.01,0.0591245,11.119524697110904,94.78856462179867,20.623069001029865,6.732618851332783
HAL,HAL,HAL,USA,Energy,Oil & Gas Equipment & Services,United States,0.819,18.860418907756834,895.116032,2021,2021-12-31,1.457,15.295,6.713,22.321,10.212,1.63,21.070362091064453,0.2170415611500074,0.0652748532771829,0.5414513882191689,12.926602509855494,0.18,2.3814104,9.52598888525662,152.12274690898258,11.042944785276074,
HAL,HAL,HAL,USA,Energy,Oil & Gas Equipment & Services,United States,0.819,31.94445206679541,908.046976,2022,2022-12-31,1.572,20.297,7.948,23.255,8.943,1.74,35.17929458618164,0.1977856064418721,0.0675983659428079,0.2799547158079378,20.217985394357264,0.48,2.8911872,7.744986943883332,112.51887267237039,27.586206896551722,6.748466257668717
HAL,HAL,HAL,USA,Energy,Oil & Gas Equipment & Services,United States,0.819,30.745206651085937,895.052032,2023,2023-12-31,2.638,23.018,9.391,24.683,8.809,2.93,34.350189208984375,0.2809072516238952,0.1068751772474982,0.2865162072244149,11.723614064499786,0.64,2.0758412,11.4605960552611,93.80257693536363,21.843003412969285,68.39080459770115
HAL,HAL,HAL,USA,Energy,Oil & Gas Equipment & Services,United States,0.819,23.19725853566577,878.502016,2024,2024-12-31,2.501,22.944,10.506,25.587,8.602,2.84,26.40546989440918,0.2380544450790024,0.0977449486067143,0.3708196805572706,9.297700667045486,0.68,2.0586397,10.900453277545328,81.87702265372168,23.94366197183099,-3.071672354948818
HAS,HAS,HAS,USA,Consumer Cyclical,Leisure,United States,0.541,12.014334138802003,140.160992,2021,2021-12-31,0.4287,6.4204,3.0259,10.0378,4.069,3.11,85.71810150146484,0.1416768564724544,0.042708561637012,0.3386787776160299,27.562090514940465,2.72,0.1974094,6.677154071397422,134.4723883803166,87.459807073955,
HAS,HAS,HAS,USA,Consumer Cyclical,Leisure,United States,0.541,7.6348609613113405,141.318,2022,2022-12-31,0.2035,5.8567,2.8328,9.2959,4.0064,1.47,54.02610397338867,0.0718370516803162,0.0218913714648393,0.5247508789357014,36.75245168257733,2.78,0.328191,3.4746529615653867,141.4289748658571,189.11564625850338,-52.7331189710611
HAS,HAS,HAS,USA,Consumer Cyclical,Leisure,United States,0.541,7.500175494159912,139.500992,2024,2024-12-31,0.3856,4.1355,1.1576,6.3403,3.4106,2.77,53.76431655883789,0.3331029716655148,0.0608173114836837,0.4547360261977468,19.40950056275736,2.8,0.4100698,9.324144601620118,294.62681409813405,101.08303249097472,88.43537414965988
HCA,HCA,HCA,USA,Healthcare,Medical Care Facilities,United States,1.367,77.19128244782226,311.023008,2021,2021-12-31,6.956,58.752,-0.933,50.742,36.726,22.77096,248.18511962890625,-7.455519828510182,0.1370856489692956,0.4757791143685827,10.899194396235655,1.92,0.3594187,11.839596949891067,-3936.3344051446943,8.431792072007504,
HCA,HCA,HCA,USA,Healthcare,Medical Care Facilities,United States,1.367,67.10436376488477,282.716992,2022,2022-12-31,5.643,60.233,-2.767,52.438,40.2,19.43,237.35525512695312,-2.039392844235634,0.1076127998779511,0.5990668526543184,12.215916372977516,2.24,0.4127634,9.368618531369847,-1452.8370075894472,11.52856407617087,-14.672020854632384
HCA,HCA,HCA,USA,Healthcare,Medical Care Facilities,United States,1.367,72.57684813269336,267.660992,2023,2023-12-31,5.242,64.968,-1.774,56.211,41.859,19.741106,271.1521301269531,-2.9549041713641486,0.0932557684438988,0.5767541726731995,13.735407232348235,2.4,0.3257636,8.06858761236301,-2359.5828635851185,12.157373553437179,1.601163149768392
HCA,HCA,HCA,USA,Healthcare,Medical Care Facilities,United States,1.367,75.46110694626563,253.296992,2024,2024-12-31,5.76,70.603,-2.499,59.513,45.237,23.041714,297.91552734375,-2.304921968787515,0.0967855762606489,0.5994743760148176,12.92939958128766,2.64,0.3038782,8.15829355693101,-1810.2040816326532,11.457480984270529,16.71946850394299
HIG,HIG,HIG,USA,Financial Services,Insurance - Property & Casualty,United States,0.629,21.679236843498657,340.352992,2021,2021-12-31,2.371,21.649,17.843,76.578,4.944,6.998561,63.69633102416992,0.1328812419436193,0.0309618950612447,0.2280523080997035,9.101346837467004,1.4349999999999998,0.5732309,10.95200702110952,27.708345009247324,20.504215080785894,
HIG,HIG,HIG,USA,Financial Services,Insurance - Property & Casualty,United States,0.629,22.691132817173585,319.200992,2022,2022-12-31,1.819,21.854,13.676,73.008,4.357,5.693227,71.08728790283203,0.133006727113191,0.0249150777996931,0.1920133311591408,12.486290798317372,1.58,0.479613,8.323419053720142,31.858730622989178,27.752274764382307,-18.65146277927705
HIG,HIG,HIG,USA,Financial Services,Insurance - Property & Casualty,United States,0.629,23.65249169616992,300.769984,2023,2023-12-31,2.504,24.33,15.327,76.78,4.362,8.09,78.63980102539062,0.1633718274939649,0.0326126595467569,0.1844203163046176,9.720618173719483,1.745,0.4313147,10.291820797369503,28.459581131336858,21.569839307787394,42.09867268598282
HIG,HIG,HIG,USA,Financial Services,Insurance - Property & Casualty,United States,0.629,31.187441681230958,289.891008,2024,2024-12-31,3.111,26.384,16.447,80.917,4.366,10.51,107.58333587646484,0.1891530370280294,0.0384468035147126,0.1399922457451045,10.236283147142233,1.93,0.4019179,11.791237113402063,26.545874627591658,18.363463368220742,29.91347342398023
HOOD,HOOD,HOOD,USA,Financial Services,Capital Markets,United States,2.433,32.93694427627563,883.976,2024,2024-12-31,1.411,2.951,7.972,26.187,7.463,1.6,37.2599983215332,0.1769944806823883,0.0538816970252415,0.2265844681097381,23.287498950958252,0.0,4.2713675,47.814300237207725,93.61515303562469,0.0,
HSIC,HSIC,HSIC,USA,Healthcare,Medical Distribution,United States,0.888,10.859705079254885,140.071008,2021,2021-12-31,0.631,12.401,3.425,8.481,1.217,4.51,77.52999877929688,0.1842335766423357,0.0744016035844829,0.1120656584242619,17.190687090753187,0.0,0.2139012,5.0882993306991375,35.53284671532847,0.0,
HSIC,HSIC,HSIC,USA,Healthcare,Medical Distribution,United States,0.888,10.789620593170167,135.548,2022,2022-12-31,0.538,12.647,3.446,8.607,1.497,3.95,79.5999984741211,0.1561230412071967,0.0625072615313117,0.1387444523255619,20.151898347878756,0.0,0.2340058,4.2539732742942995,43.44167150319211,0.0,-12.416851441241672
HSIC,HSIC,HSIC,USA,Healthcare,Medical Distribution,United States,0.888,9.818114962768556,129.938,2023,2023-12-31,0.416,12.339,3.655,10.573,2.741,3.18,75.55999755859375,0.1138166894664842,0.0393455026955452,0.279177826944805,23.76100552157036,0.0,0.2345909,3.3714239403517303,74.99316005471957,0.0,-19.493670886075954
HSIC,HSIC,HSIC,USA,Healthcare,Medical Distribution,United States,0.888,8.627924819503784,124.681,2024,2024-12-31,0.39,12.673,3.393,10.218,2.87,3.07,69.19999694824219,0.1149425287356321,0.0381679389312977,0.3326408215231831,22.540715618319933,0.0,0.3514364,3.0774086640890084,84.58591217211908,0.0,-3.4591194968553562
IBKR,IBKR,IBKR,USA,Financial Services,Capital Markets,United States,1.258,8.093367240905762,416.8,2021,2021-12-31,0.308,2.94,2.395,109.113,0.027,0.8175,19.41786766052246,0.1286012526096033,0.0028227617240842,0.0033360651007575,23.752743315623807,0.1,0.8414232,10.476190476190476,1.1273486430062631,12.232415902140675,
IBKR,IBKR,IBKR,USA,Financial Services,Capital Markets,United States,1.258,7.3178001983642575,416.8,2022,2022-12-31,0.38,4.192,2.848,115.143,0.018,0.945,17.55710220336914,0.1334269662921348,0.0033002440443622,0.0024597555975938,18.578944130549356,0.1,0.9959644,9.064885496183205,0.6320224719101123,10.582010582010582,15.596330275229352
IBKR,IBKR,IBKR,USA,Financial Services,Capital Markets,United States,1.258,8.710017994689942,416.8,2023,2023-12-31,0.6,7.787,3.584,128.251,0.017,1.43,20.897356033325195,0.1674107142857142,0.0046783260949232,0.0019517755313897,14.613535687639995,0.1,1.0472904,7.705149608321562,0.4743303571428572,6.993006993006993,51.32275132275132
IBKR,IBKR,IBKR,USA,Financial Services,Capital Markets,United States,1.258,18.56373121016309,422.521984,2024,2024-12-31,0.755,9.316,4.28,150.142,0.014,1.7475,43.93553924560547,0.1764018691588785,0.0050285729509397,0.0007541587325039,25.141939482463787,0.2125,1.0224056,8.104336625161013,0.32710280373831774,12.160228898426324,22.202797202797207
ICE,ICE,ICE,USA,Financial Services,Financial Data & Stock Exchanges,United States,1.052,73.0690308621211,563.404032,2021,2021-12-31,4.058,9.168,22.709,193.502,14.17,7.22,129.6920623779297,0.178695671319741,0.0209713594691527,0.1939262069417388,17.962889526029045,1.32,0.5778073,44.262652705061086,62.398168127174245,18.282548476454295,
ICE,ICE,ICE,USA,Financial Services,Financial Data & Stock Exchanges,United States,1.052,55.45985587847901,558.552,2022,2022-12-31,1.446,9.636,22.706,194.338,18.376,2.59,99.29219818115234,0.0636836078569541,0.0074406446500427,0.3313387622258633,38.33675605449898,1.52,0.7239544,15.006226650062269,80.93015062098125,58.68725868725869,-64.12742382271468
ICE,ICE,ICE,USA,Financial Services,Financial Data & Stock Exchanges,United States,1.052,70.69130290906055,572.364032,2023,2023-12-31,2.368,9.903,25.717,136.084,22.912,4.2,123.5075912475586,0.0920791694210055,0.0174010170189,0.3241134207057224,29.406569344656805,1.68,0.6291612,23.911945874987374,89.0928179803243,40.0,62.16216216216217
ICE,ICE,ICE,USA,Financial Services,Financial Data & Stock Exchanges,United States,1.052,84.5998626619336,574.177024,2024,2024-12-31,2.754,11.761,27.647,139.428,20.703,4.8,147.34107971191406,0.0996129778999529,0.0197521301316808,0.2447167093252917,30.69605827331543,1.8,0.6575149,23.416376158489925,74.88335081564004,37.5,14.28571428571428
INCY,INCY,INCY,USA,Healthcare,Biotechnology,United States,0.815,16.21340032425293,220.891008,2021,2021-12-31,0.948581,2.986267,3.770004,4.933352,0.044821,4.3,73.4000015258789,0.2516127303843709,0.192279204889495,0.0027644417027657,17.069767796716025,0.0,0.3797779,31.764775219362505,1.188884680228456,0.0,
